ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason
META,2022-12-19,2022-12-23,673.0196,757.4185,99.0111,8214.8,12.32,trailing_stop
SMCI,2023-01-04,2023-01-05,406.9381,350.1447,139.1028,-8005.43,-14.13,trailing_stop
ARKK,2022-12-19,2023-01-11,86.2551,101.6931,772.55,11781.42,17.66,trailing_stop
META,2023-01-09,2023-01-17,778.8211,742.2709,91.1,-3468.3,-4.88,signal_exit
GOOGL,2023-01-12,2023-01-17,166.3063,175.5199,423.8378,3760.21,5.33,signal_exit
ARKK,2023-01-17,2023-01-18,98.3621,91.0908,737.339,-5501.09,-7.58,trailing_stop
NVDA,2023-01-17,2023-01-20,220.985,227.9236,328.1952,2129.9,2.93,trailing_stop
TSLA,2023-01-20,2023-01-27,193.9,196.8286,365.7022,928.1,1.31,trailing_stop
MSTR,2023-01-25,2023-01-30,113.713,102.5031,503.0835,-5748.28,-10.04,trailing_stop
META,2023-01-30,2023-02-02,828.883,834.3029,82.7599,310.91,0.45,trailing_stop
ARM,2023-02-02,2023-02-07,113.5803,114.4278,616.447,381.89,0.54,trailing_stop
NVDA,2023-01-30,2023-02-13,213.0325,225.1991,322.0085,3776.64,5.5,trailing_stop
MSTR,2023-02-15,2023-02-21,121.2382,121.5504,381.7572,26.51,0.06,trailing_stop
SMCI,2023-02-10,2023-03-03,492.6167,836.5985,109.6677,37577.92,69.49,trailing_stop
ARM,2023-03-03,2023-03-13,121.2765,130.0203,731.9933,6216.48,7.0,signal_exit
NVDA,2023-03-13,2023-03-16,234.3614,233.3919,391.5085,-562.69,-0.61,trailing_stop
MSTR,2023-03-21,2023-03-31,123.7034,117.7166,508.4385,-3166.65,-5.03,trailing_stop
NVDA,2023-04-03,2023-04-06,283.3742,304.4837,317.482,6515.27,7.23,signal_exit
ARM,2023-04-06,2023-04-07,181.4172,167.5902,513.1288,-7274.13,-7.81,trailing_stop
NVDA,2023-04-11,2023-04-13,319.6959,310.9182,280.2735,-2636.92,-2.94,trailing_stop
ARM,2023-04-14,2023-04-21,172.0948,175.3433,513.3094,1489.15,1.68,trailing_stop
META,2023-04-24,2023-05-02,1214.2553,1311.9651,73.3387,6980.64,7.83,signal_exit
MRNA,2023-05-02,2023-05-05,134.4174,130.1692,687.4058,-3102.08,-3.35,signal_exit
BIIB,2023-05-15,2023-05-18,249.2815,251.5282,379.5687,662.69,0.7,signal_exit
SMCI,2023-05-18,2023-05-22,1578.2727,1500.4396,46.6715,-3776.27,-5.12,trailing_stop
NVDA,2023-05-05,2023-05-26,330.8296,376.2702,274.7994,12292.73,13.51,trailing_stop
META,2023-05-23,2023-05-26,1387.4658,1355.5379,67.3672,-2335.68,-2.5,signal_exit
META,2023-06-05,2023-06-08,1597.0445,1547.8348,60.326,-3158.35,-3.27,signal_exit
SMCI,2023-05-26,2023-06-12,1617.7206,1950.3188,40.3769,13285.22,20.32,trailing_stop
NVDA,2023-06-08,2023-06-14,412.027,380.8777,241.7222,-7721.12,-7.74,trailing_stop
COIN,2023-06-16,2023-06-21,20.2007,21.4399,4065.9255,4869.1,5.92,signal_exit
MSTR,2023-06-21,2023-07-05,133.0945,179.973,682.8892,31799.02,34.95,trailing_stop
COIN,2023-07-17,2023-07-25,28.6522,29.2947,3385.166,1978.87,2.04,trailing_stop
SMCI,2023-08-10,2023-08-15,2592.6383,2602.0293,34.6261,145.3,0.16,signal_exit
MSTR,2023-08-15,2023-08-25,198.5496,268.7709,358.14,24981.69,35.1,trailing_stop
SMCI,2023-09-05,2023-09-11,3524.5854,3627.2347,32.6711,3120.0,2.71,trailing_stop
TSLA,2023-09-08,2023-09-18,228.3382,270.2343,561.3859,23240.0,18.11,signal_exit
PLTR,2023-09-18,2023-09-21,3.6357,3.4965,38112.7792,-5578.67,-4.02,signal_exit
COIN,2023-09-21,2023-09-25,83.431,77.4902,1678.1479,-10239.63,-7.31,trailing_stop
MSTR,2023-09-18,2023-09-26,236.1425,255.691,338.8765,6457.86,8.06,signal_exit
SMCI,2023-09-26,2023-10-04,4299.3485,4277.0324,25.7125,-794.32,-0.72,trailing_stop
ARM,2023-10-04,2023-10-16,352.0219,365.492,379.8021,4843.47,3.62,trailing_stop
TSLA,2023-10-09,2023-10-16,277.2322,284.8922,472.3757,3352.85,2.56,trailing_stop
COIN,2023-10-20,2023-10-30,70.9092,71.8169,1581.0892,1209.55,1.08,trailing_stop
SMCI,2023-10-25,2023-11-02,3734.0329,4853.9976,25.0634,27854.88,29.73,trailing_stop
TSLA,2023-10-30,2023-11-07,306.9194,325.0116,475.8641,8308.71,5.68,trailing_stop
COIN,2023-11-10,2023-11-16,82.5721,71.2566,1443.1835,-16552.34,-13.88,trailing_stop
NVDA,2023-11-15,2023-11-17,504.8422,485.6911,303.2412,-6107.77,-3.99,trailing_stop
MRVL,2023-11-20,2023-11-22,42.8865,40.4755,3373.654,-8415.19,-5.81,trailing_stop
SMCI,2023-11-20,2023-11-27,5369.0906,5936.5497,19.375,10775.49,10.35,trailing_stop
AMZN,2023-11-23,2023-11-27,102.5037,98.411,1485.5885,-6378.59,-4.18,trailing_stop
TSLA,2023-11-28,2023-12-06,358.7796,363.5912,397.8969,1627.08,1.14,signal_exit
ARM,2023-12-01,2023-12-11,425.6406,533.4542,329.7482,35235.07,25.08,signal_exit
TSLA,2023-12-11,2023-12-14,364.4447,381.0474,443.2856,7029.27,4.35,signal_exit
ARKK,2023-12-06,2023-12-18,85.8112,88.4603,1710.9098,4234.3,2.88,trailing_stop
TSLA,2023-12-19,2023-12-25,416.4715,389.6003,400.4035,-11082.06,-6.64,trailing_stop
ARM,2023-12-14,2024-01-02,545.1627,643.7993,311.7607,30380.35,17.86,trailing_stop
AMD,2023-12-27,2024-01-04,114.3213,114.278,1409.7826,-383.34,-0.24,signal_exit
GOOGL,2024-01-04,2024-01-09,194.7966,196.8156,897.8837,1461.21,0.83,signal_exit
MSTR,2024-01-09,2024-01-16,273.8256,265.7793,427.0896,-3666.96,-3.13,trailing_stop
PLTR,2024-01-17,2024-01-22,3.8596,3.9253,45043.1053,2609.24,1.5,signal_exit
NVDA,2024-01-22,2024-01-23,497.2592,454.5288,352.1265,-15381.67,-8.78,trailing_stop
SMCI,2024-01-22,2024-01-25,4347.6605,3619.3038,25.2047,-18558.83,-16.92,trailing_stop
PLTR,2024-01-25,2024-01-30,3.9923,4.2125,39782.5985,8435.42,5.31,signal_exit
TSLA,2024-01-30,2024-02-01,498.9151,482.3224,325.1362,-5713.91,-3.52,trailing_stop
ARM,2024-01-25,2024-02-05,648.0711,607.5185,245.0703,-10245.95,-6.44,trailing_stop
COIN,2024-02-07,2024-02-12,80.3412,75.8788,1612.8853,-7449.33,-5.74,signal_exit
PLTR,2024-02-12,2024-02-15,4.909,5.0669,30891.0511,4569.86,3.01,signal_exit
NVDA,2024-02-15,2024-02-23,560.6197,712.6535,274.4001,41368.73,26.86,signal_exit
META,2024-02-23,2024-02-28,1382.2848,1419.7309,135.223,4684.67,2.5,signal_exit
NVDA,2024-02-28,2024-03-04,685.4691,667.2112,273.923,-5371.8,-2.86,trailing_stop
SMCI,2024-02-20,2024-03-12,4783.3539,9910.694,24.2169,123812.61,106.78,signal_exit
COIN,2024-03-07,2024-03-15,89.5995,108.3838,1748.4097,32496.51,20.72,signal_exit
NVDA,2024-03-12,2024-03-20,752.8663,967.0423,319.7059,67923.45,28.19,signal_exit
SMCI,2024-03-15,2024-03-20,9330.5788,9143.9004,22.1546,-4545.09,-2.2,trailing_stop
COIN,2024-03-20,2024-03-25,107.6158,107.1228,1985.3771,-1405.09,-0.66,signal_exit
MRVL,2024-03-25,2024-03-28,50.7585,52.4889,5477.1613,8911.93,3.2,signal_exit
NVDA,2024-03-28,2024-04-05,1010.3091,1180.0635,279.4057,46818.34,16.57,signal_exit
PLTR,2024-04-05,2024-04-10,5.3442,5.9047,57021.461,31314.73,10.27,signal_exit
NVDA,2024-04-10,2024-04-12,1232.9193,1201.6878,259.3458,-8731.16,-2.73,trailing_stop
PLTR,2024-04-18,2024-04-26,6.0284,5.9257,52346.5435,-5999.94,-1.9,trailing_stop
MRVL,2024-04-26,2024-04-30,58.768,57.6721,5320.7332,-6450.06,-2.06,trailing_stop
PLTR,2024-05-01,2024-05-06,6.1051,6.2323,50710.711,5824.18,1.88,signal_exit
MSTR,2024-05-06,2024-05-09,226.4392,207.1456,1039.9093,-20514.57,-8.7,signal_exit
SMCI,2024-05-09,2024-05-23,10266.931,14850.2774,21.2232,96740.19,44.35,trailing_stop
MRVL,2024-05-17,2024-05-27,68.1655,74.9854,5027.0777,33564.33,9.79,signal_exit
MSTR,2024-05-27,2024-05-29,312.1494,273.5173,992.782,-38934.66,-12.55,trailing_stop
NVDA,2024-05-30,2024-06-12,1401.9068,1870.5684,247.0671,114982.37,33.16,signal_exit
GOOGL,2024-06-12,2024-06-14,346.1232,337.5361,1159.9959,-10754.09,-2.68,trailing_stop
MRNA,2024-06-17,2024-06-20,67.362,69.2648,5883.8025,10391.83,2.62,trailing_stop
AVGO,2024-06-17,2024-06-20,420.7856,436.3898,941.9158,13890.37,3.5,signal_exit
MSTR,2024-06-20,2024-06-27,300.271,292.6155,1095.4981,-9036.16,-2.74,trailing_stop
NVDA,2024-06-20,2024-07-01,2034.689,2040.0281,200.5164,253.52,0.06,trailing_stop
MRNA,2024-06-28,2024-07-03,78.343,71.7164,5229.917,-35441.22,-8.64,trailing_stop
AVGO,2024-07-03,2024-07-11,494.5877,489.6903,782.0296,-4599.67,-1.19,signal_exit
SMCI,2024-07-08,2024-07-11,13733.8189,12519.0674,21.6254,-26837.21,-9.03,trailing_stop
MRNA,2024-07-11,2024-07-19,75.1256,74.257,4947.8136,-5036.75,-1.35,trailing_stop
TSLA,2024-07-19,2024-07-26,576.2567,628.865,677.3864,34819.83,8.91,trailing_stop
NVDA,2024-07-11,2024-08-01,2134.4745,2647.6534,174.1448,88534.65,23.79,signal_exit
SMCI,2024-07-29,2024-08-06,16926.3016,24929.1217,19.6015,156046.55,46.99,signal_exit
MSTR,2024-08-01,2024-08-06,367.7975,330.2799,1028.8252,-39317.26,-10.38,signal_exit
AAPL,2024-08-06,2024-08-08,167.3004,160.5012,2895.4947,-20636.26,-4.26,trailing_stop
SMCI,2024-08-09,2024-08-16,29915.7601,31280.072,15.6396,20380.25,4.35,trailing_stop
META,2024-08-06,2024-08-19,1446.5735,1553.9703,334.8723,34959.42,7.21,trailing_stop
MSTR,2024-08-19,2024-08-30,339.061,604.0467,1075.2448,283910.44,77.8,signal_exit
ARM,2024-08-30,2024-09-04,874.058,873.4582,729.0126,-1711.24,-0.27,trailing_stop
MSTR,2024-09-04,2024-09-12,536.1247,507.3654,935.8108,-27889.77,-5.55,trailing_stop
AVGO,2024-09-12,2024-09-17,794.7945,761.5103,783.8568,-27309.96,-4.38,signal_exit
GOOGL,2024-09-17,2024-09-20,489.1763,500.6302,1246.8088,13046.69,2.14,signal_exit
MSTR,2024-09-20,2024-10-03,546.6748,583.5396,889.5953,31789.31,6.53,trailing_stop
NVDA,2024-10-03,2024-10-07,3305.2553,3140.7147,191.0319,-32663.89,-5.17,trailing_stop
MSTR,2024-10-08,2024-10-11,472.9774,377.0019,671.9416,-65061.05,-20.45,trailing_stop
ARM,2024-10-11,2024-10-22,1041.3878,1158.0608,561.3164,64255.92,10.98,trailing_stop
XLY,2024-10-24,2024-10-29,544.6377,523.2821,1129.8521,-25335.31,-4.11,trailing_stop
COIN,2024-10-29,2024-10-31,17.7023,16.1734,29168.9644,-45585.34,-8.82,trailing_stop
XLK,2024-11-01,2024-11-06,620.0356,635.0434,937.611,12894.76,2.22,signal_exit
MSTR,2024-11-06,2024-11-11,435.7118,365.811,881.4785,-62322.58,-16.21,trailing_stop
SOXX,2024-11-11,2024-11-14,1164.3335,1144.4387,478.9439,-10634.28,-1.91,signal_exit
TSLA,2024-11-11,2024-11-19,595.5813,597.324,936.313,514.8,0.09,signal_exit
SMCI,2024-11-14,2024-11-21,157612.7747,161644.1348,3.0282,11240.91,2.35,trailing_stop
AMD,2024-11-19,2024-11-27,118.51,110.493,4932.0162,-40669.63,-6.95,trailing_stop
AMZN,2024-11-27,2024-11-29,114.2187,113.1049,4716.2702,-6324.94,-1.17,trailing_stop
COIN,2024-12-02,2024-12-06,19.9118,20.2657,22401.2124,7027.25,1.57,trailing_stop
NVDA,2024-12-05,2024-12-13,3337.5091,3081.1605,168.4429,-44261.27,-7.87,signal_exit
META,2024-12-10,2024-12-18,1947.4021,1810.7563,272.4685,-38255.68,-7.2,trailing_stop
TSLA,2024-12-13,2024-12-23,677.8037,697.5114,751.7783,13781.86,2.7,signal_exit
COIN,2024-12-23,2024-12-31,23.2643,24.2943,16138.7719,15854.4,4.22,signal_exit
SMCI,2024-12-18,2024-12-31,173460.7381,230986.3292,1.7131,97851.82,32.9,end_of_backtest
MSTR,2024-12-31,2024-12-31,568.342,567.774,885.7203,-1509.42,-0.3,end_of_backtest
