ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason
SMCI,2023-03-13,2023-03-16,1066.2931,1149.6897,63.7797,5177.67,7.61,trailing_stop
XLK,2023-03-07,2023-03-20,250.1951,254.8,337.3744,1383.22,1.64,trailing_stop
META,2023-03-20,2023-03-23,1015.201,992.6643,85.3357,-2094.53,-2.42,trailing_stop
COIN,2023-03-22,2023-03-28,32.9482,29.2519,2490.6134,-9360.98,-11.4,trailing_stop
MSFT,2023-03-24,2023-03-29,671.607,667.6503,122.0181,-646.21,-0.79,trailing_stop
AAPL,2023-03-30,2023-04-03,174.1912,167.393,464.0296,-3313.04,-4.09,trailing_stop
ARM,2023-03-30,2023-04-07,155.3181,170.3194,520.4151,7637.44,9.44,trailing_stop
NVDA,2023-04-04,2023-04-13,293.0217,310.9182,267.5931,4627.36,5.9,trailing_stop
GOOGL,2023-04-11,2023-04-14,204.8006,200.9915,421.2299,-1775.44,-2.06,trailing_stop
ARM,2023-04-17,2023-04-21,187.5813,172.3306,449.2509,-7013.05,-8.31,trailing_stop
SMCI,2023-04-17,2023-04-24,1610.5188,1737.1876,47.5765,5867.18,7.65,trailing_stop
MSFT,2023-04-24,2023-04-27,708.7308,699.124,118.1289,-1301.14,-1.55,trailing_stop
XLK,2023-04-28,2023-05-02,291.0309,286.4563,287.5745,-1481.63,-1.77,trailing_stop
AAPL,2023-04-24,2023-05-09,183.415,182.9083,456.46,-398.46,-0.48,signal_exit
AMZN,2023-05-12,2023-05-17,126.974,120.8436,647.3463,-4128.86,-5.02,trailing_stop
BIIB,2023-05-15,2023-05-23,249.2815,247.6123,328.5476,-711.65,-0.87,signal_exit
NVDA,2023-05-18,2023-05-26,387.3645,376.2702,207.9457,-2465.81,-3.06,trailing_stop
GOOGL,2023-05-23,2023-05-31,221.84,213.3731,355.2462,-3162.44,-4.01,trailing_stop
AMZN,2023-05-30,2023-06-07,127.4892,120.8262,613.2901,-4238.62,-5.42,trailing_stop
XLK,2023-05-31,2023-06-07,307.2922,297.7595,249.3707,-2528.06,-3.3,trailing_stop
MSTR,2023-06-12,2023-06-28,91.5473,185.6382,545.9793,51220.37,102.37,signal_exit
NVDA,2023-06-29,2023-07-04,444.4619,423.3896,234.744,-5150.33,-4.93,trailing_stop
COIN,2023-06-16,2023-07-05,20.2007,23.3448,3246.6812,10066.6,15.33,trailing_stop
PLTR,2023-07-05,2023-07-07,3.1146,2.9004,32379.4399,-7130.52,-7.06,trailing_stop
ARM,2023-07-06,2023-07-13,191.8527,178.9995,525.3061,-6946.64,-6.89,trailing_stop
COIN,2023-07-17,2023-07-25,28.6522,29.2947,2869.9088,1677.67,2.04,trailing_stop
XLY,2023-07-13,2023-08-01,234.1531,246.1763,401.8728,4638.78,4.92,signal_exit
TSLA,2023-08-07,2023-08-09,170.9926,153.8108,573.861,-10046.37,-10.23,trailing_stop
SOXX,2023-08-01,2023-08-14,812.9727,883.1016,119.4734,8175.9,8.41,signal_exit
COIN,2023-08-14,2023-08-17,36.7901,35.6319,2451.2227,-3016.48,-3.34,trailing_stop
MSTR,2023-08-21,2023-08-25,269.086,268.7709,286.8754,-244.69,-0.32,trailing_stop
ARM,2023-08-21,2023-08-30,249.2363,259.9111,380.3027,3866.01,4.07,trailing_stop
COIN,2023-09-04,2023-09-07,47.2759,60.1146,2167.5733,27596.24,26.9,signal_exit
TSLA,2023-08-30,2023-09-18,174.8205,270.2343,552.119,52434.06,54.27,signal_exit
NVDA,2023-09-15,2023-09-29,356.8063,447.1374,362.9174,32490.96,25.07,trailing_stop
MSFT,2023-09-26,2023-10-02,846.8078,829.3573,173.3035,-3314.71,-2.26,trailing_stop
TSLA,2023-10-11,2023-10-18,306.2973,279.6174,498.1952,-13583.66,-8.89,trailing_stop
AVGO,2023-10-02,2023-10-25,262.6899,297.1426,566.7843,19209.98,12.89,trailing_stop
XLK,2023-10-18,2023-10-26,336.6475,339.9621,430.0382,1134.43,0.78,trailing_stop
TSLA,2023-10-26,2023-10-31,313.1087,300.2002,490.1277,-6627.39,-4.31,signal_exit
ARKK,2023-11-01,2023-11-13,70.7195,74.2089,2098.1989,7017.39,4.72,trailing_stop
MRVL,2023-11-16,2023-11-22,41.6479,40.9491,3827.434,-2990.79,-1.87,trailing_stop
AMZN,2023-10-25,2023-11-27,84.8335,99.209,1797.9269,25515.3,16.71,trailing_stop
SMCI,2023-11-23,2023-11-27,6629.4949,5764.9699,20.1659,-17683.9,-13.21,trailing_stop
PLTR,2023-11-29,2023-12-01,4.148,3.8382,36874.6149,-11718.31,-7.65,trailing_stop
BIIB,2023-12-01,2023-12-07,168.0699,160.1548,871.1635,-7181.27,-4.9,trailing_stop
NVDA,2023-12-13,2023-12-14,500.2507,461.0296,291.1971,-11700.97,-8.02,trailing_stop
TSLA,2023-11-28,2023-12-18,358.7796,383.005,431.0128,10121.71,6.54,trailing_stop
QQQ,2023-12-27,2024-01-01,440.7839,454.1581,346.2406,4320.83,2.83,signal_exit
ARM,2023-12-14,2024-01-02,545.1627,643.7993,246.1945,23991.08,17.86,trailing_stop
AMD,2024-01-01,2024-01-08,119.771,113.5443,1358.8478,-8778.27,-5.39,trailing_stop
XLK,2024-01-02,2024-01-18,330.7289,367.2908,471.7602,16919.15,10.83,trailing_stop
MSFT,2024-01-18,2024-01-22,764.8195,805.1531,208.8647,8096.36,5.06,signal_exit
META,2024-01-25,2024-01-31,1190.1019,1120.4377,141.588,-10190.76,-6.04,trailing_stop
SOXX,2024-01-16,2024-02-02,990.0711,1075.3424,166.2514,13833.1,8.4,trailing_stop
META,2024-02-05,2024-02-13,1297.0508,1246.4338,128.8181,-6848.04,-4.09,trailing_stop
PLTR,2024-02-02,2024-02-16,4.5311,5.0438,37060.6906,18645.37,11.09,trailing_stop
TSLA,2024-02-16,2024-02-20,593.467,545.1277,292.4181,-14468.23,-8.33,trailing_stop
GOOGL,2024-02-13,2024-02-28,226.9119,241.3301,746.8415,10418.39,6.14,trailing_stop
META,2024-03-01,2024-03-06,1469.4587,1427.8672,124.4383,-5536.11,-3.02,trailing_stop
SMCI,2024-02-21,2024-03-12,5668.5029,9910.694,23.8824,100941.54,74.49,signal_exit
XLK,2024-03-08,2024-03-15,447.9041,438.5298,442.4164,-4539.53,-2.29,trailing_stop
MSFT,2024-03-13,2024-03-29,963.0559,1004.297,226.0885,8879.35,4.07,trailing_stop
MRVL,2024-03-21,2024-03-29,52.4741,51.4654,4189.2467,-4661.36,-2.12,trailing_stop
SOXX,2024-04-05,2024-04-08,1034.8226,986.923,209.2268,-10444.88,-4.82,trailing_stop
MRVL,2024-04-04,2024-04-10,56.5152,55.1557,3843.8738,-5654.87,-2.6,trailing_stop
PLTR,2024-04-08,2024-04-26,5.6026,5.9257,37959.9137,11828.24,5.56,trailing_stop
BIIB,2024-04-19,2024-04-29,164.5347,165.1416,1352.0549,374.84,0.17,trailing_stop
MRVL,2024-04-29,2024-04-30,60.5474,56.9685,3557.0271,-13148.2,-6.1,trailing_stop
ARKK,2024-05-07,2024-05-15,55.6505,53.8532,3832.3805,-7307.92,-3.42,trailing_stop
GOOGL,2024-05-06,2024-05-23,266.2085,327.8638,785.3383,47953.65,22.91,signal_exit
MRVL,2024-05-16,2024-05-30,65.3372,77.6462,3353.2741,40796.14,18.6,trailing_stop
SMCI,2024-06-03,2024-06-04,16995.1243,14749.3213,11.4041,-25973.44,-13.39,trailing_stop
XLY,2024-06-06,2024-06-11,306.08,324.8259,785.7388,14233.67,5.91,signal_exit
BIIB,2024-05-30,2024-06-21,177.4524,186.8645,1398.2162,12650.72,5.09,trailing_stop
PLTR,2024-06-12,2024-06-26,6.0791,6.1896,41242.926,4053.38,1.62,trailing_stop
XLY,2024-06-26,2024-06-28,339.1096,330.6227,744.9098,-6820.83,-2.7,signal_exit
XLY,2024-07-01,2024-07-02,341.0593,338.6363,738.0494,-2289.94,-0.91,signal_exit
XLY,2024-07-03,2024-07-08,349.3968,353.7536,725.034,2649.0,1.04,trailing_stop
AAPL,2024-06-21,2024-07-09,137.3373,142.409,1870.9085,8965.21,3.49,trailing_stop
AVGO,2024-07-15,2024-07-16,520.9372,546.5103,483.1634,11840.23,4.7,signal_exit
AMD,2024-07-16,2024-07-29,100.7792,117.7866,2525.5945,42401.8,16.64,trailing_stop
GOOGL,2024-07-15,2024-08-06,354.397,390.5663,710.2141,25158.85,9.99,trailing_stop
AAPL,2024-08-01,2024-08-08,166.2709,161.8276,1769.4683,-8442.94,-2.87,trailing_stop
ARKK,2024-08-12,2024-08-21,66.1897,63.2132,4316.7353,-13407.42,-4.69,signal_exit
MSTR,2024-08-22,2024-08-30,386.7136,604.0467,621.9464,134553.35,55.89,signal_exit
AAPL,2024-08-30,2024-09-06,176.0337,173.6784,2019.795,-5463.63,-1.54,trailing_stop
GOOGL,2024-09-06,2024-09-13,454.8045,464.6766,786.9324,7045.14,1.97,trailing_stop
XLY,2024-08-12,2024-09-20,407.9722,474.113,700.3505,45703.97,15.98,signal_exit
ARM,2024-09-20,2024-09-25,1018.6462,1005.2868,363.7412,-5595.53,-1.51,trailing_stop
GOOGL,2024-09-17,2024-09-30,489.1763,492.4339,750.0567,1707.11,0.46,trailing_stop
NVDA,2024-09-25,2024-10-07,3108.0041,3140.7147,117.976,3121.87,0.85,trailing_stop
XLK,2024-09-30,2024-10-17,585.7673,609.1998,616.3595,13706.31,3.79,signal_exit
XLY,2024-10-24,2024-10-29,544.6377,523.2821,684.2984,-15344.41,-4.11,trailing_stop
AAPL,2024-10-24,2024-11-14,166.9758,181.3398,2232.0283,31283.44,8.39,trailing_stop
SOXX,2024-10-29,2024-11-15,984.4719,1127.9732,380.1022,53742.24,14.35,trailing_stop
AMD,2024-11-18,2024-11-25,110.5985,112.0727,3671.9148,4595.35,1.13,trailing_stop
XLY,2024-11-18,2024-11-25,572.3769,566.6829,709.5121,-4848.18,-1.19,trailing_stop
AMZN,2024-11-25,2024-11-29,103.3245,113.1049,3929.2439,37579.43,9.25,trailing_stop
QQQ,2024-11-28,2024-12-02,555.2145,568.3899,779.3106,9392.07,2.17,signal_exit
SOXX,2024-12-03,2024-12-13,1292.2494,1427.9255,328.4066,43663.63,10.28,signal_exit
MSFT,2024-11-29,2024-12-16,1230.3704,1293.3534,347.1659,20989.39,4.91,trailing_stop
BIIB,2024-12-13,2024-12-26,208.7285,215.195,2209.4894,13351.03,2.89,trailing_stop
AMD,2024-12-23,2024-12-31,127.7465,131.7398,3682.5714,13750.11,2.92,trailing_stop
AMZN,2024-12-26,2024-12-31,121.4989,117.8621,3902.8473,-15128.14,-3.19,trailing_stop
ARKK,2024-12-31,2024-12-31,59.4159,59.3565,7830.476,-1395.07,-0.3,end_of_backtest
