ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason
AVGO,2022-06-13,2022-06-17,504.4023,498.5764,99.8948,-682.17,-1.35,signal_exit
ARM,2022-06-17,2022-06-21,73.0784,71.2856,17.7375,-34.36,-2.65,trailing_stop
NVDA,2022-06-17,2022-06-24,230.8294,241.8147,226.6795,2383.0,4.55,trailing_stop
ARM,2022-06-27,2022-07-04,72.674,78.7556,738.0367,4376.67,8.15,trailing_stop
TSLA,2022-06-13,2022-07-05,127.307,155.4687,395.7925,11034.28,21.88,trailing_stop
SMCI,2022-06-23,2022-07-08,165.56,174.4833,7.6262,65.46,5.18,trailing_stop
ARM,2022-07-07,2022-07-11,79.5061,77.6006,739.4443,-1525.24,-2.59,signal_exit
META,2022-07-05,2022-07-12,254.4149,258.873,229.963,907.15,1.55,trailing_stop
MSTR,2022-07-19,2022-07-22,135.1849,129.2245,333.9926,-2079.05,-4.6,trailing_stop
AMZN,2022-07-21,2022-07-25,86.7566,88.1361,189.9888,228.86,1.39,signal_exit
AVGO,2022-07-11,2022-07-26,543.07,585.998,109.1093,4560.65,7.69,trailing_stop
META,2022-07-25,2022-07-26,322.9935,308.5236,182.4159,-2754.74,-4.67,trailing_stop
ARM,2022-07-25,2022-07-28,81.9642,87.4928,14.3768,77.05,6.53,trailing_stop
AMZN,2022-07-27,2022-07-29,92.2159,91.6557,631.5037,-469.87,-0.81,signal_exit
MSTR,2022-07-29,2022-08-02,127.3296,114.3118,329.3616,-4367.16,-10.4,signal_exit
MRVL,2022-07-29,2022-08-08,67.865,68.8116,854.3122,691.96,1.19,trailing_stop
AMZN,2022-08-04,2022-08-09,91.2814,97.3114,189.9289,1109.45,6.39,trailing_stop
SMCI,2022-08-02,2022-08-10,172.8868,211.5132,235.7367,9015.04,22.1,trailing_stop
MSFT,2022-08-12,2022-08-15,418.5718,405.6382,145.4413,-2000.96,-3.28,trailing_stop
SOXX,2022-08-10,2022-08-16,410.4742,397.9274,148.7802,-1986.99,-3.25,signal_exit
SMCI,2022-08-16,2022-08-18,176.3677,180.0133,229.9807,756.45,1.86,signal_exit
NVDA,2022-08-16,2022-08-22,255.0117,250.8108,231.982,-1091.88,-1.84,trailing_stop
MRVL,2022-08-18,2022-08-26,71.7214,77.5495,841.5606,4779.1,7.91,trailing_stop
MSTR,2022-08-22,2022-08-29,146.6787,138.0487,334.9976,-2986.38,-6.07,trailing_stop
COIN,2022-08-24,2022-08-29,44.6331,41.1963,294.5745,-1037.68,-7.88,trailing_stop
SOXX,2022-09-05,2022-09-09,467.1018,494.5764,126.9542,3365.93,5.67,signal_exit
PLTR,2022-09-09,2022-09-13,6.4851,6.5969,9579.9226,946.51,1.52,signal_exit
META,2022-09-01,2022-09-15,342.4993,377.5964,173.3123,5957.97,10.03,trailing_stop
TSLA,2022-09-05,2022-09-19,103.9317,124.8645,47.1975,977.18,19.9,trailing_stop
SOXX,2022-09-13,2022-09-19,485.4476,487.4465,128.6124,131.96,0.21,signal_exit
META,2022-09-19,2022-09-22,377.5633,384.0286,175.9927,1003.82,1.51,trailing_stop
AMZN,2022-09-23,2022-09-27,116.3921,111.7978,629.1942,-3034.23,-4.14,trailing_stop
SMCI,2022-09-15,2022-09-29,241.2509,368.4638,221.792,28079.57,52.43,trailing_stop
QQQ,2022-09-27,2022-09-29,456.9822,458.0136,170.4828,19.85,0.03,signal_exit
ARM,2022-09-29,2022-10-07,76.7558,88.2377,1007.3073,11399.58,14.73,trailing_stop
TSLA,2022-10-07,2022-10-12,135.1721,142.981,612.4267,4611.98,5.57,trailing_stop
ARM,2022-10-11,2022-10-14,93.6146,90.8202,916.0692,-2728.82,-3.18,trailing_stop
MSTR,2022-10-17,2022-10-19,126.4548,120.0205,529.0739,-3534.6,-5.28,signal_exit
ARM,2022-10-19,2022-10-20,88.4967,83.1338,926.4877,-5127.72,-6.25,trailing_stop
MSFT,2022-10-21,2022-10-27,433.3098,458.389,183.546,4439.51,5.58,signal_exit
MSTR,2022-10-21,2022-10-31,127.5056,155.2217,490.4693,13455.26,21.49,trailing_stop
AAPL,2022-10-27,2022-10-31,151.7085,155.4641,545.4608,1881.0,2.27,signal_exit
META,2022-10-31,2022-11-02,500.3229,478.5296,178.3365,-4061.12,-4.55,signal_exit
AMD,2022-10-25,2022-11-04,141.9983,145.8853,163.0298,586.76,2.53,signal_exit
ARM,2022-11-04,2022-11-07,84.3041,78.5428,1031.7532,-6112.17,-7.02,trailing_stop
ARKK,2022-11-02,2022-11-09,69.8038,69.6269,1257.0751,-397.66,-0.45,trailing_stop
AAPL,2022-11-08,2022-11-10,154.0451,150.7386,550.1095,-1986.59,-2.34,signal_exit
MSFT,2022-11-08,2022-11-15,461.0555,459.3966,7.1865,-18.54,-0.56,trailing_stop
SMCI,2022-11-10,2022-11-18,305.5523,323.0305,203.2201,3424.2,5.51,trailing_stop
ARM,2022-11-22,2022-11-24,80.311,81.9778,1075.4808,1618.16,1.87,signal_exit
AAPL,2022-11-18,2022-11-28,160.6678,165.2267,528.4693,2237.01,2.63,trailing_stop
META,2022-11-24,2022-12-01,530.087,593.7599,164.7041,10302.1,11.79,trailing_stop
TSLA,2022-11-28,2022-12-05,143.4835,147.1892,647.9056,2212.58,2.38,trailing_stop
COIN,2022-11-28,2022-12-06,39.3923,46.3675,11.7363,80.86,17.47,signal_exit
AMZN,2022-12-06,2022-12-12,119.2857,125.1234,777.9343,4351.18,4.68,signal_exit
SMCI,2022-12-06,2022-12-15,334.3306,400.9499,211.74,13950.28,19.69,trailing_stop
AMD,2022-12-12,2022-12-16,159.8783,177.4088,633.7316,10895.86,10.74,trailing_stop
META,2022-12-22,2022-12-23,776.3675,740.0716,140.6343,-5317.71,-4.87,trailing_stop
NVDA,2022-12-26,2023-01-05,144.1425,200.6874,746.0031,41925.44,38.95,signal_exit
SMCI,2023-01-03,2023-01-05,400.1725,372.6994,6.9888,-197.41,-7.05,trailing_stop
MSFT,2023-01-05,2023-01-09,554.7756,550.2256,235.519,-1331.85,-1.02,signal_exit
META,2023-01-05,2023-01-10,778.2046,749.4874,26.9627,-815.49,-3.88,trailing_stop
ARKK,2022-12-20,2023-01-11,85.4767,102.9544,1249.4304,21601.79,20.21,trailing_stop
SMCI,2023-01-17,2023-01-19,439.5202,406.0593,38.1972,-1310.41,-7.8,signal_exit
NVDA,2023-01-13,2023-01-20,222.9107,231.7829,601.1793,5060.38,3.77,trailing_stop
MSFT,2023-01-19,2023-01-23,626.1925,622.4832,24.7616,-122.77,-0.79,signal_exit
SMCI,2023-01-25,2023-01-26,465.5577,420.5862,89.3537,-4097.56,-9.84,trailing_stop
TSLA,2023-01-09,2023-01-27,169.4337,200.4414,750.5161,22994.14,18.06,trailing_stop
MSTR,2023-01-23,2023-01-30,103.749,109.6725,1082.5714,6181.54,5.5,trailing_stop
NVDA,2023-01-27,2023-02-02,198.2181,225.247,749.0527,19928.9,13.41,trailing_stop
META,2023-01-31,2023-02-02,875.5473,834.3029,175.9472,-7557.68,-4.9,trailing_stop
MSFT,2023-02-02,2023-02-06,617.449,624.7435,248.2513,1502.49,0.98,signal_exit
ARM,2023-02-02,2023-02-07,113.5803,116.4088,1349.5521,3506.85,2.29,trailing_stop
SMCI,2023-02-06,2023-02-08,445.3567,493.0491,263.1044,12301.18,10.49,signal_exit
MRVL,2023-02-08,2023-02-10,47.6737,46.413,3389.3612,-4591.78,-2.84,signal_exit
META,2023-02-10,2023-02-14,893.8345,906.9723,178.312,2021.52,1.27,signal_exit
AMD,2023-02-14,2023-02-16,177.761,170.2945,877.8624,-6860.09,-4.39,signal_exit
ARM,2023-02-16,2023-02-20,109.1042,110.3533,806.6031,830.52,0.94,signal_exit
MSTR,2023-02-16,2023-02-21,126.034,125.3131,926.658,-901.01,-0.77,trailing_stop
MRVL,2023-02-20,2023-02-24,48.7193,52.0438,1823.0322,5876.99,6.61,signal_exit
TSLA,2023-02-24,2023-02-27,191.79,177.5798,908.3717,-13243.68,-7.59,trailing_stop
MRVL,2023-02-28,2023-03-02,53.655,54.2404,3537.9033,1689.28,0.89,trailing_stop
SMCI,2023-02-10,2023-03-03,492.6167,855.1031,244.857,88427.34,73.24,trailing_stop
SOXX,2023-03-02,2023-03-06,641.5725,644.4818,306.7948,498.01,0.25,signal_exit
ARM,2023-03-06,2023-03-09,128.2654,123.7016,1535.4616,-7394.41,-3.75,trailing_stop
MSTR,2023-03-08,2023-03-10,116.6531,116.3054,1065.5011,-618.74,-0.5,signal_exit
COIN,2023-03-10,2023-03-15,28.0318,27.3179,5134.3993,-3949.38,-2.74,trailing_stop
NVDA,2023-03-16,2023-03-20,229.3753,217.7377,833.613,-10074.04,-5.26,signal_exit
META,2023-03-20,2023-03-22,1015.201,1038.0389,183.5888,3815.83,2.05,signal_exit
COIN,2023-03-20,2023-03-24,30.7249,30.7172,5239.6594,-362.17,-0.22,trailing_stop
ARM,2023-03-24,2023-03-28,130.2565,129.6157,1438.3075,-1295.45,-0.69,signal_exit
MSTR,2023-03-28,2023-03-30,131.9723,123.6377,1131.0267,-9715.75,-6.5,signal_exit
ARM,2023-03-30,2023-04-07,155.3181,173.0485,1180.3049,20539.75,11.19,trailing_stop
NVDA,2023-03-22,2023-04-13,238.1949,315.6955,813.1022,62565.54,32.27,trailing_stop
TSLA,2023-04-27,2023-05-01,180.4061,168.2012,1246.2954,-15645.33,-6.95,signal_exit
AAPL,2023-05-01,2023-05-03,189.0087,184.5321,1179.0184,-5718.48,-2.56,signal_exit
NVDA,2023-05-03,2023-05-11,312.1591,333.7008,690.0905,14420.08,6.69,trailing_stop
AMZN,2023-05-09,2023-05-11,118.183,119.0265,36.455,22.1,0.51,signal_exit
META,2023-04-19,2023-05-15,1209.1448,1331.3639,184.1022,22033.1,9.89,trailing_stop
AMZN,2023-05-15,2023-05-17,126.2127,121.2499,1830.3865,-9536.75,-4.12,trailing_stop
TSLA,2023-05-11,2023-05-19,189.4767,180.8268,1225.6683,-11055.76,-4.76,trailing_stop
SMCI,2023-05-17,2023-05-22,1559.1744,1545.3743,102.1166,-1726.24,-1.08,trailing_stop
PLTR,2023-05-19,2023-05-23,2.4784,2.4863,91133.5479,264.61,0.12,signal_exit
MSFT,2023-05-25,2023-05-26,766.1712,744.7874,287.1283,-6573.75,-2.99,trailing_stop
META,2023-05-23,2023-05-29,1387.4658,1358.1635,158.0414,-5064.9,-2.31,signal_exit
PLTR,2023-05-29,2023-05-31,2.6186,2.6784,81607.8614,4449.95,2.08,trailing_stop
SMCI,2023-05-29,2023-06-02,1609.1866,1684.0398,90.7518,6494.2,4.44,trailing_stop
AVGO,2023-06-02,2023-06-06,280.5631,269.9179,802.2215,-8981.42,-3.99,trailing_stop
TSLA,2023-06-02,2023-06-06,188.3889,204.57,54.3811,858.58,8.37,signal_exit
META,2023-05-31,2023-06-08,1446.7286,1565.3702,152.486,17631.88,7.98,trailing_stop
PLTR,2023-06-06,2023-06-08,2.8287,2.6323,79876.572,-16121.52,-7.13,trailing_stop
SMCI,2023-06-06,2023-06-12,1789.7748,2002.5629,0.8024,167.69,11.67,trailing_stop
TSLA,2023-06-08,2023-06-12,213.8751,222.1337,1009.2079,7894.63,3.65,signal_exit
META,2023-06-12,2023-06-13,1572.616,1494.3528,143.3837,-11661.43,-5.17,trailing_stop
MSFT,2023-06-14,2023-06-16,779.3959,767.5668,296.6132,-3967.52,-1.71,signal_exit
NVDA,2023-06-14,2023-06-16,376.9892,352.9263,191.2992,-4742.85,-6.57,trailing_stop
SMCI,2023-06-16,2023-06-26,2095.8412,2389.0127,48.7754,14080.8,13.76,trailing_stop
MSTR,2023-06-08,2023-06-28,84.1474,185.6382,1677.573,169805.67,120.17,signal_exit
COIN,2023-06-16,2023-06-30,20.2007,23.8649,9492.5029,34363.73,17.9,trailing_stop
NVDA,2023-06-28,2023-06-30,424.7582,447.9082,750.9868,16729.96,5.24,signal_exit
MSTR,2023-06-30,2023-07-04,187.5483,183.8653,1719.815,-6972.79,-2.16,trailing_stop
PLTR,2023-07-06,2023-07-07,3.1149,2.9004,102477.3866,-22592.77,-7.07,trailing_stop
COIN,2023-07-10,2023-07-11,23.5984,21.3677,11648.8902,-26508.99,-9.63,trailing_stop
PLTR,2023-07-12,2023-07-14,3.1386,2.9779,94200.9443,-15710.48,-5.31,trailing_stop
COIN,2023-07-14,2023-07-24,27.0656,29.9984,8680.8688,24963.43,10.61,trailing_stop
ARM,2023-07-18,2023-07-24,205.4221,202.3704,1440.1186,-4982.05,-1.68,signal_exit
PLTR,2023-07-24,2023-07-26,3.263,3.3536,91236.297,7662.84,2.57,signal_exit
ARM,2023-07-26,2023-07-27,205.8708,193.8155,1463.9377,-18233.31,-6.04,trailing_stop
PLTR,2023-07-28,2023-08-01,3.0724,3.1882,95248.4023,10435.7,3.56,signal_exit
SOXX,2023-08-01,2023-08-11,812.9727,859.4869,366.1166,16417.3,5.51,signal_exit
MSTR,2023-08-11,2023-08-15,196.17,198.3512,946.3814,1690.83,0.91,signal_exit
SMCI,2023-08-09,2023-08-16,2497.0337,2516.0179,91.223,1274.49,0.56,trailing_stop
MSTR,2023-08-17,2023-08-25,240.4127,276.1145,902.7066,31761.94,14.62,trailing_stop
SMCI,2023-08-23,2023-08-29,3071.709,2737.5077,35.5934,-12102.12,-11.06,trailing_stop
ARM,2023-08-15,2023-08-30,234.2962,263.4094,1326.8103,37967.31,12.2,trailing_stop
MSTR,2023-08-29,2023-08-30,321.1521,288.2356,312.0542,-10461.9,-10.43,trailing_stop
COIN,2023-08-25,2023-09-08,42.6492,59.7652,5767.1462,98119.95,39.85,signal_exit
SMCI,2023-08-31,2023-09-08,3077.7756,3710.5393,88.2362,55233.7,20.32,trailing_stop
QQQ,2023-09-08,2023-09-12,495.7853,497.1215,822.9569,282.59,0.07,signal_exit
TSLA,2023-09-04,2023-09-18,214.7113,270.2343,771.5227,42463.1,25.61,signal_exit
PLTR,2023-09-18,2023-09-20,3.6357,3.4482,117913.2567,-22944.88,-5.35,signal_exit
ARKK,2023-09-12,2023-09-22,83.4142,85.589,4948.9387,9926.42,2.4,trailing_stop
COIN,2023-09-20,2023-09-25,74.8598,79.1869,5446.2643,22727.55,5.57,trailing_stop
TSLA,2023-09-22,2023-09-25,243.5872,226.8122,1813.9439,-31282.21,-7.07,trailing_stop
NVDA,2023-09-26,2023-09-29,425.5081,454.3677,971.1749,27173.18,6.57,trailing_stop
MSTR,2023-10-02,2023-10-03,276.8541,247.5023,1222.3673,-36519.69,-10.78,trailing_stop
ARM,2023-10-02,2023-10-05,304.0435,337.6986,1402.0128,46285.06,10.85,trailing_stop
NVDA,2023-10-10,2023-10-12,459.5445,462.6962,957.6181,2134.94,0.48,trailing_stop
TSLA,2023-10-06,2023-10-13,269.5018,290.1669,1599.0827,32150.32,7.45,trailing_stop
MSTR,2023-10-12,2023-10-16,309.3661,323.0302,1089.0833,14192.64,4.21,signal_exit
SMCI,2023-10-16,2023-10-18,4231.2208,3674.2696,68.5137,-38700.44,-13.34,trailing_stop
MRVL,2023-10-18,2023-10-20,33.2176,33.196,13114.8668,-1153.9,-0.26,signal_exit
AVGO,2023-10-20,2023-10-24,303.0128,304.4577,1435.8823,1202.38,0.28,signal_exit
COIN,2023-10-20,2023-10-27,70.9092,73.634,4998.3475,12897.51,3.64,trailing_stop
SMCI,2023-11-01,2023-11-02,5486.1499,4853.9976,60.8926,-39123.05,-11.7,trailing_stop
MRVL,2023-10-24,2023-11-06,35.3001,38.9582,12420.9319,44515.16,10.14,trailing_stop
TSLA,2023-11-03,2023-11-07,333.3606,330.0528,1302.2589,-5171.5,-1.19,trailing_stop
ARKK,2023-11-07,2023-11-09,74.7642,78.1994,5911.3554,19402.28,4.39,signal_exit
COIN,2023-11-09,2023-11-14,87.1687,77.9695,4129.0489,-38665.52,-10.73,trailing_stop
META,2023-11-09,2023-11-16,1041.6768,1047.22,433.2069,1496.41,0.33,trailing_stop
ARM,2023-11-15,2023-11-17,335.9563,324.6988,1313.4255,-15653.61,-3.54,signal_exit
NVDA,2023-11-15,2023-11-17,504.8422,493.3195,17.444,-218.41,-2.48,trailing_stop
AVGO,2023-11-17,2023-11-21,333.796,332.1624,1275.7111,-2933.53,-0.69,signal_exit
MRVL,2023-11-17,2023-11-22,41.6737,41.4227,10218.1378,-3413.26,-0.8,trailing_stop
SMCI,2023-11-17,2023-11-27,5266.4502,6108.1295,6.6033,5482.74,15.75,trailing_stop
AMZN,2023-11-21,2023-11-27,95.1573,100.0071,4362.6092,20306.09,4.89,trailing_stop
PLTR,2023-11-23,2023-11-27,3.9374,4.0398,107246.8849,10126.37,2.4,signal_exit
META,2023-11-27,2023-11-29,1118.0627,1115.5151,393.5431,-1881.58,-0.43,signal_exit
ARKK,2023-12-01,2023-12-05,80.5945,81.4501,206.0482,142.89,0.86,signal_exit
MSTR,2023-12-05,2023-12-06,268.1459,237.271,62.452,-1959.76,-11.69,trailing_stop
ARM,2023-11-27,2023-12-07,364.4308,501.6233,1207.3783,164597.56,37.37,signal_exit
AMZN,2023-12-07,2023-12-13,99.5027,98.8506,5306.2357,-4513.0,-0.85,signal_exit
ARKK,2023-12-07,2023-12-15,84.4781,89.6837,1062.4368,5345.6,5.95,trailing_stop
TSLA,2023-11-29,2023-12-18,351.1661,390.2122,1303.7936,49941.52,10.9,trailing_stop
ARM,2023-12-13,2023-12-20,507.1854,538.5778,1015.0173,30802.4,5.98,trailing_stop
META,2023-12-19,2023-12-21,1072.6063,1048.4865,524.9014,-13773.86,-2.44,trailing_stop
MSTR,2023-12-21,2023-12-22,249.1594,221.1229,1649.2676,-47015.32,-11.43,trailing_stop
AMD,2023-12-25,2024-01-04,111.3035,114.5976,4735.9521,14530.68,2.75,trailing_stop
QQQ,2023-12-27,2024-01-10,440.7839,481.4615,1210.5684,48126.54,9.01,signal_exit
MSTR,2024-01-10,2024-01-12,297.3313,274.4578,1319.5975,-30938.27,-7.88,trailing_stop
SOXX,2024-01-16,2024-01-18,990.0711,958.5371,547.777,-18340.97,-3.38,signal_exit
PLTR,2024-01-18,2024-01-22,3.7691,3.9253,141558.844,21025.78,3.94,signal_exit
NVDA,2024-01-18,2024-01-23,434.221,471.4221,1228.7366,44597.57,8.35,trailing_stop
MRVL,2024-01-18,2024-01-25,37.4812,40.534,1162.5222,3458.28,7.93,trailing_stop
SMCI,2024-01-22,2024-01-25,4347.6605,3764.106,83.7411,-49546.76,-13.6,trailing_stop
TSLA,2024-01-26,2024-02-01,431.9525,490.4723,1254.9587,72282.38,13.32,trailing_stop
ARM,2024-01-30,2024-02-01,643.4874,642.298,49.0657,-121.44,-0.38,signal_exit
SOXX,2024-02-01,2024-02-02,1111.6638,1075.3424,545.7506,-21015.96,-3.46,trailing_stop
META,2024-02-05,2024-02-07,1297.0508,1275.2686,465.8654,-11345.95,-1.88,signal_exit
PLTR,2024-01-24,2024-02-08,3.9408,4.441,141280.7502,69477.94,12.47,trailing_stop
COIN,2024-02-07,2024-02-09,80.3412,72.2374,6302.3082,-52034.43,-10.27,trailing_stop
META,2024-02-09,2024-02-13,1286.1232,1246.1671,443.472,-18842.42,-3.3,signal_exit
MSFT,2024-02-13,2024-02-15,864.2641,875.4598,649.4824,6141.49,1.09,signal_exit
NVDA,2024-02-15,2024-02-23,560.6197,712.6535,1006.5099,151742.05,26.86,signal_exit
COIN,2024-02-21,2024-02-23,90.0533,80.143,2294.7886,-23132.52,-11.18,trailing_stop
PLTR,2024-02-23,2024-02-27,4.6024,4.7286,46459.2764,5426.43,2.54,signal_exit
META,2024-02-23,2024-02-29,1382.2848,1454.9015,495.8682,34601.45,5.04,signal_exit
NVDA,2024-02-27,2024-03-04,689.1576,677.7024,317.9805,-4077.15,-1.86,trailing_stop
COIN,2024-02-29,2024-03-04,99.3395,88.9521,5857.0807,-61942.64,-10.64,trailing_stop
MSTR,2024-03-04,2024-03-05,211.4892,189.6975,2806.3776,-62281.39,-10.48,trailing_stop
MRVL,2024-03-06,2024-03-08,45.8857,45.7889,15923.3569,-3002.41,-0.41,signal_exit
SMCI,2024-02-19,2024-03-12,4522.8943,9910.694,88.5321,475715.13,118.69,signal_exit
COIN,2024-03-08,2024-03-12,98.6941,100.7427,5598.4196,10352.75,1.87,trailing_stop
MRVL,2024-03-12,2024-03-14,48.8815,49.2964,16678.0951,5282.35,0.65,signal_exit
SMCI,2024-03-14,2024-03-19,10011.8686,9402.2853,70.6226,-44421.42,-6.28,trailing_stop
MSFT,2024-03-18,2024-03-20,979.9205,983.989,840.0932,1768.06,0.21,signal_exit
MSTR,2024-03-20,2024-03-22,213.7995,199.4262,3155.1355,-46653.41,-6.91,signal_exit
MSFT,2024-03-22,2024-03-26,1024.3203,1011.3559,756.5599,-11348.47,-1.46,trailing_stop
MRVL,2024-03-26,2024-03-29,52.2379,52.0503,14731.028,-4299.04,-0.56,trailing_stop
NVDA,2024-03-26,2024-04-01,990.3754,1106.2613,776.9961,88413.82,11.48,signal_exit
MSFT,2024-04-01,2024-04-03,979.127,960.8339,827.117,-16735.09,-2.06,signal_exit
NVDA,2024-04-03,2024-04-05,1112.491,1180.0635,720.7499,47050.53,5.86,signal_exit
TSLA,2024-04-05,2024-04-09,470.6751,430.9006,1763.4364,-71729.75,-8.63,trailing_stop
NVDA,2024-04-09,2024-04-11,1184.7054,1268.7041,706.5757,57617.85,6.88,signal_exit
AVGO,2024-04-11,2024-04-15,339.2291,332.0997,2556.5474,-19942.98,-2.3,signal_exit
AVGO,2024-04-17,2024-04-19,335.1292,330.0794,68.1258,-389.34,-1.7,signal_exit
NVDA,2024-04-15,2024-04-23,1132.4563,1085.2984,757.9388,-37423.74,-4.36,trailing_stop
TSLA,2024-04-19,2024-04-23,499.5565,456.0951,44.9394,-1996.07,-8.88,trailing_stop
PLTR,2024-04-03,2024-04-25,5.242,6.0233,152962.1646,117789.52,14.68,trailing_stop
AVGO,2024-04-23,2024-04-25,335.0563,325.9735,2462.3407,-23992.66,-2.91,signal_exit
ARM,2024-04-23,2024-04-26,561.374,543.1142,29.393,-569.18,-3.45,trailing_stop
MRVL,2024-04-29,2024-04-30,60.5474,57.6721,14240.0073,-42626.49,-4.94,trailing_stop
TSLA,2024-04-25,2024-05-03,462.9254,518.0385,1529.5531,82797.93,11.68,signal_exit
MSTR,2024-05-03,2024-05-06,254.6956,231.8071,3106.0531,-72604.24,-9.17,trailing_stop
SMCI,2024-05-07,2024-05-09,9550.3749,10256.6692,59.6808,40970.12,7.18,signal_exit
MSTR,2024-05-09,2024-05-13,207.3528,200.2596,2985.5562,-22394.17,-3.61,signal_exit
ARKK,2024-04-29,2024-05-14,50.0847,54.5484,3259.0277,14206.32,8.69,trailing_stop
NVDA,2024-05-01,2024-05-15,1187.0891,1271.7849,679.3789,55870.08,6.92,trailing_stop
SMCI,2024-05-13,2024-05-23,10885.3584,15207.3936,60.9158,261690.57,39.43,trailing_stop
MRVL,2024-05-15,2024-05-29,63.6754,78.5784,13911.8312,205349.54,23.16,trailing_stop
MSTR,2024-05-15,2024-05-29,220.2708,288.8454,1085.8183,73906.65,30.87,trailing_stop
MSTR,2024-06-06,2024-06-10,253.0828,232.8876,2898.7947,-59950.46,-8.16,signal_exit
NVDA,2024-06-04,2024-06-12,1485.3373,1870.5684,754.0565,287955.52,25.68,signal_exit
ARM,2024-06-10,2024-06-18,539.6054,582.0305,2094.8713,86525.33,7.65,signal_exit
AVGO,2024-06-12,2024-06-18,410.2581,425.912,391.1706,5796.26,3.61,signal_exit
PLTR,2024-06-12,2024-06-20,6.0791,6.5766,208421.5307,101058.55,7.97,signal_exit
SOXX,2024-06-20,2024-06-25,1095.6625,1057.716,1224.8185,-49114.98,-3.66,trailing_stop
MSTR,2024-06-18,2024-06-27,287.2633,299.681,240.168,2841.37,4.11,trailing_stop
NVDA,2024-06-18,2024-07-01,1888.2169,2067.1642,696.9484,121960.34,9.26,trailing_stop
PLTR,2024-06-28,2024-07-02,6.5287,6.4174,14745.9371,-1831.9,-1.9,signal_exit
ARM,2024-07-02,2024-07-04,614.08,598.3742,2259.1833,-38221.37,-2.75,trailing_stop
SMCI,2024-07-04,2024-07-11,12637.2895,12894.0263,77.1077,17827.71,1.83,trailing_stop
ARKK,2024-07-08,2024-07-12,55.318,52.2284,9240.8843,-29544.4,-5.77,signal_exit
AVGO,2024-06-26,2024-07-16,468.827,546.5103,2759.8728,211593.6,16.34,signal_exit
AMD,2024-07-16,2024-07-22,100.7792,112.7401,14427.1278,169480.32,11.64,signal_exit
SMCI,2024-07-22,2024-07-24,16123.4004,15797.9155,77.1238,-27564.53,-2.21,signal_exit
TSLA,2024-07-16,2024-07-25,552.6462,639.8664,267.2533,22991.18,15.55,trailing_stop
NVDA,2024-07-12,2024-07-26,2159.1977,2769.8501,641.4263,388526.81,28.03,signal_exit
AMD,2024-07-24,2024-07-29,121.7351,119.4608,12870.3111,-32374.06,-2.06,trailing_stop
AVGO,2024-07-26,2024-07-30,571.2446,583.3017,2996.8035,32672.66,1.91,signal_exit
NVDA,2024-07-30,2024-08-02,2709.8672,2547.1322,627.5397,-105421.61,-6.19,trailing_stop
MSTR,2024-07-30,2024-08-05,310.6809,338.8429,4125.6131,113505.98,8.85,trailing_stop
